id,reference_code,date,location,district,divisional_secretariat,brief_of_incident,key_perpetrators,perpetrators_religious_affiliation,police_action,government_officials_action,legality_of_place_of_worship,x15,type_of_incident,primary_target
4,94/Feb/E1,1994-02-01T00:00:00Z,Anglican Church Kalutara,Kalutara,NA,Clergymen were prevented from conducting a foundation stone laying ceremony by a mob,Unaffiliated or unidentified individual or group,Unknown or unverifiable,Absent/unknown,Absent/unknown,N/A,NA, intimidation or coercion,Clergy
4,94/Feb/E1,1994-02-01T00:00:00Z,Anglican Church Kalutara,Kalutara,NA,Clergymen were prevented from conducting a foundation stone laying ceremony by a mob,Unaffiliated or unidentified individual or group,Unknown or unverifiable,Absent/unknown,Absent/unknown,N/A,NA, intimidation or coercion,Officials
5,94/Feb/E2,1994-02-02T00:00:00Z,Gampaha,Gampaha,NA,Independent Christian worker Lionel Jayaweera’s house was stoned and various accusations were made before a village gathering,Unaffiliated or unidentified individual or group,Unknown or unverifiable,Absent/unknown,Absent/unknown,N/A,NA,Property Damage,Individual/s
5,94/Feb/E2,1994-02-02T00:00:00Z,Gampaha,Gampaha,NA,Independent Christian worker Lionel Jayaweera’s house was stoned and various accusations were made before a village gathering,Unaffiliated or unidentified individual or group,Unknown or unverifiable,Absent/unknown,Absent/unknown,N/A,NA,Threats,Individual/s
5,94/Feb/E2,1994-02-02T00:00:00Z,Gampaha,Gampaha,NA,Independent Christian worker Lionel Jayaweera’s house was stoned and various accusations were made before a village gathering,Unaffiliated or unidentified individual or group,Unknown or unverifiable,Absent/unknown,Absent/unknown,N/A,NA, intimidation or coercion,Individual/s
6,94/Feb/E3,1994-02-02T00:00:00Z,Gampaha,Gampaha,NA,The Grama Sevaka told believers of difficulties in obtaining burial rights.,Institution or public servant,Unknown or unverifiable,Absent/unknown,Actively or tacitly involved,N/A,NA,Discriminatory practice or action,Local community
7,94/Feb/E4,1994-02-04T00:00:00Z,Rajagiriya,Colombo,NA,Odet fellowship open-air public meeting was stopped by a mob led by monks.,"Unaffiliated or unidentified individual or group,Religious institution or clergy",Buddhist,Absent/unknown,Absent/unknown,N/A,NA,Threats,Individual/s
7,94/Feb/E4,1994-02-04T00:00:00Z,Rajagiriya,Colombo,NA,Odet fellowship open-air public meeting was stopped by a mob led by monks.,"Unaffiliated or unidentified individual or group,Religious institution or clergy",Buddhist,Absent/unknown,Absent/unknown,N/A,NA, intimidation or coercion,Individual/s
8,94/Feb/E5,1994-02-05T00:00:00Z,Gelioya,Kandy,NA,A house meeting was threatened. Local police did not entertain the complaint. A further complaint was made to the Peradeniya police.,Unaffiliated or unidentified individual or group,Unknown or unverifiable,Present and inactive,Absent/unknown,N/A,NA,Threats,Individual/s
8,94/Feb/E5,1994-02-05T00:00:00Z,Gelioya,Kandy,NA,A house meeting was threatened. Local police did not entertain the complaint. A further complaint was made to the Peradeniya police.,Unaffiliated or unidentified individual or group,Unknown or unverifiable,Present and inactive,Absent/unknown,N/A,NA, intimidation or coercion,Individual/s
9,94/Feb/E6,1994-02-06T00:00:00Z,Margaya Felowship    Bentota,Galle,NA,Bro. Camilus of Margaya Felowship was informed by a Grama Niladhari that he had received a circular asking for investigations and a report to be made on new believers,Institution or public servant,Unknown or unverifiable,Absent/unknown,Actively or tacitly involved,N/A,NA,Discriminatory practice or action,Local community
10,94/Feb/E7,1994-02-07T00:00:00Z,"Margaya Felowship, Ingiriya",Kalutara,NA,Margaya fellowship was not given permission to screen the film on the life of Jesus; the reason given was the 'present situation',Institution or public servant,Unknown or unverifiable,Absent/unknown,Actively or tacitly involved,N/A,NA,Discriminatory practice or action,Place of worship
11,94/Mar/E1,1994-03-01T00:00:00Z,"Four Square, Yakkala",Gampaha,NA,Four Square believers denied water from a common well.,Unaffiliated or unidentified individual or group,Unknown or unverifiable,Absent/unknown,Absent/unknown,N/A,NA,Discriminatory practice or action,Local community
12,94/Mar/E2,1994-03-02T00:00:00Z,Udugampola,Gampaha,NA,"Independent worker, Newton Wijesinghe from Kehelbaddawa was visited by a mob.",Unaffiliated or unidentified individual or group,Unknown or unverifiable,Absent/unknown,Absent/unknown,N/A,NA,Threats,Individual/s
12,94/Mar/E2,1994-03-02T00:00:00Z,Udugampola,Gampaha,NA,"Independent worker, Newton Wijesinghe from Kehelbaddawa was visited by a mob.",Unaffiliated or unidentified individual or group,Unknown or unverifiable,Absent/unknown,Absent/unknown,N/A,NA, intimidation or coercion,Individual/s
13,94/Mar/E3,1994-03-03T00:00:00Z,"AOG, Yakkala",Gampaha,NA,Assemblies of God believers conducting a children’s orphanage threatened.,Unaffiliated or unidentified individual or group,Unknown or unverifiable,Absent/unknown,Absent/unknown,N/A,NA,Threats,Individual/s
13,94/Mar/E3,1994-03-03T00:00:00Z,"AOG, Yakkala",Gampaha,NA,Assemblies of God believers conducting a children’s orphanage threatened.,Unaffiliated or unidentified individual or group,Unknown or unverifiable,Absent/unknown,Absent/unknown,N/A,NA, intimidation or coercion,Individual/s
14,94/Mar/E4,1994-03-03T00:00:00Z,"Four Square, Yakkala",Gampaha,NA,"In reference to 94/Mar/E3, A Four Square pastor was assaulted",Unaffiliated or unidentified individual or group,Unknown or unverifiable,Absent/unknown,Absent/unknown,N/A,NA,Physical violence,Institutions
14,94/Mar/E4,1994-03-03T00:00:00Z,"Four Square, Yakkala",Gampaha,NA,"In reference to 94/Mar/E3, A Four Square pastor was assaulted",Unaffiliated or unidentified individual or group,Unknown or unverifiable,Absent/unknown,Absent/unknown,N/A,NA,Physical violence,Clergy
14,94/Mar/E4,1994-03-03T00:00:00Z,"Four Square, Yakkala",Gampaha,NA,"In reference to 94/Mar/E3, A Four Square pastor was assaulted",Unaffiliated or unidentified individual or group,Unknown or unverifiable,Absent/unknown,Absent/unknown,N/A,NA,Physical violence,Officials
15,94/Mar/E5,1994-03-05T00:00:00Z,Wathumulla,Nuwara Eliya,NA,A believer was forced to make a public denial of his faith,Unaffiliated or unidentified individual or group,Unknown or unverifiable,Absent/unknown,Absent/unknown,N/A,NA,Threats,Individual/s
15,94/Mar/E5,1994-03-05T00:00:00Z,Wathumulla,Nuwara Eliya,NA,A believer was forced to make a public denial of his faith,Unaffiliated or unidentified individual or group,Unknown or unverifiable,Absent/unknown,Absent/unknown,N/A,NA, intimidation or coercion,Individual/s
16,94/Mar/E6,1994-03-06T00:00:00Z,"Foursquare, Wattala",Gampaha,NA,A Four Square church house meeting was obstructed by the people in the area.,Unaffiliated or unidentified individual or group,Unknown or unverifiable,Absent/unknown,Absent/unknown,N/A,NA,Threats,Place of worship
16,94/Mar/E6,1994-03-06T00:00:00Z,"Foursquare, Wattala",Gampaha,NA,A Four Square church house meeting was obstructed by the people in the area.,Unaffiliated or unidentified individual or group,Unknown or unverifiable,Absent/unknown,Absent/unknown,N/A,NA, intimidation or coercion,Place of worship
17,94/Apr/E1,1994-04-07T00:00:00Z,Kottawa,Colombo,NA,"A letter dated 7th April 1994 by the President of the Buddhist Society addressed to the landlord of the Christian workers in the area, warned that unless the tenants leave within three months, the house would be attacked.",Political/social movement or politician,Buddhist,Absent/unknown,Absent/unknown,N/A,NA,Threats,Individual/s
17,94/Apr/E1,1994-04-07T00:00:00Z,Kottawa,Colombo,NA,"A letter dated 7th April 1994 by the President of the Buddhist Society addressed to the landlord of the Christian workers in the area, warned that unless the tenants leave within three months, the house would be attacked.",Political/social movement or politician,Buddhist,Absent/unknown,Absent/unknown,N/A,NA, intimidation or coercion,Individual/s
18,94/Apr/E2,1994-04-08T00:00:00Z,"Foursquare, Welikanda",Polonnaruwa,NA,Pastor informed that mobs incited by the Dimbulagalla monk creating opposition to the work.,Religious institution or clergy,Buddhist,Absent/unknown,Absent/unknown,N/A,NA,Threats,Institutions
18,94/Apr/E2,1994-04-08T00:00:00Z,"Foursquare, Welikanda",Polonnaruwa,NA,Pastor informed that mobs incited by the Dimbulagalla monk creating opposition to the work.,Religious institution or clergy,Buddhist,Absent/unknown,Absent/unknown,N/A,NA,Threats,Clergy
18,94/Apr/E2,1994-04-08T00:00:00Z,"Foursquare, Welikanda",Polonnaruwa,NA,Pastor informed that mobs incited by the Dimbulagalla monk creating opposition to the work.,Religious institution or clergy,Buddhist,Absent/unknown,Absent/unknown,N/A,NA,Threats,Officials
18,94/Apr/E2,1994-04-08T00:00:00Z,"Foursquare, Welikanda",Polonnaruwa,NA,Pastor informed that mobs incited by the Dimbulagalla monk creating opposition to the work.,Religious institution or clergy,Buddhist,Absent/unknown,Absent/unknown,N/A,NA, intimidation or coercion,Institutions
18,94/Apr/E2,1994-04-08T00:00:00Z,"Foursquare, Welikanda",Polonnaruwa,NA,Pastor informed that mobs incited by the Dimbulagalla monk creating opposition to the work.,Religious institution or clergy,Buddhist,Absent/unknown,Absent/unknown,N/A,NA, intimidation or coercion,Clergy
18,94/Apr/E2,1994-04-08T00:00:00Z,"Foursquare, Welikanda",Polonnaruwa,NA,Pastor informed that mobs incited by the Dimbulagalla monk creating opposition to the work.,Religious institution or clergy,Buddhist,Absent/unknown,Absent/unknown,N/A,NA, intimidation or coercion,Officials
19,94/Apr/E3,1994-04-09T00:00:00Z,"AOG, Deraniyagala",Kegalle,NA,The pastor had been visited by some monks in the village and threatened with death. They had also warned him that it would be of no use reporting the matter to the police.,Religious institution or clergy,Buddhist,Absent/unknown,Absent/unknown,N/A,NA,Threats,Institutions
19,94/Apr/E3,1994-04-09T00:00:00Z,"AOG, Deraniyagala",Kegalle,NA,The pastor had been visited by some monks in the village and threatened with death. They had also warned him that it would be of no use reporting the matter to the police.,Religious institution or clergy,Buddhist,Absent/unknown,Absent/unknown,N/A,NA,Threats,Clergy
19,94/Apr/E3,1994-04-09T00:00:00Z,"AOG, Deraniyagala",Kegalle,NA,The pastor had been visited by some monks in the village and threatened with death. They had also warned him that it would be of no use reporting the matter to the police.,Religious institution or clergy,Buddhist,Absent/unknown,Absent/unknown,N/A,NA,Threats,Officials
19,94/Apr/E3,1994-04-09T00:00:00Z,"AOG, Deraniyagala",Kegalle,NA,The pastor had been visited by some monks in the village and threatened with death. They had also warned him that it would be of no use reporting the matter to the police.,Religious institution or clergy,Buddhist,Absent/unknown,Absent/unknown,N/A,NA, intimidation or coercion,Institutions
19,94/Apr/E3,1994-04-09T00:00:00Z,"AOG, Deraniyagala",Kegalle,NA,The pastor had been visited by some monks in the village and threatened with death. They had also warned him that it would be of no use reporting the matter to the police.,Religious institution or clergy,Buddhist,Absent/unknown,Absent/unknown,N/A,NA, intimidation or coercion,Clergy
19,94/Apr/E3,1994-04-09T00:00:00Z,"AOG, Deraniyagala",Kegalle,NA,The pastor had been visited by some monks in the village and threatened with death. They had also warned him that it would be of no use reporting the matter to the police.,Religious institution or clergy,Buddhist,Absent/unknown,Absent/unknown,N/A,NA, intimidation or coercion,Officials
20,94/Apr/E4,1994-04-10T00:00:00Z,"AOG, Mirigama",Gampaha,NA,A mob led by two monks with a crowd of about 100 had visited the AOG centre and threatened the pastor to stop the work.,"Unaffiliated or unidentified individual or group,Religious institution or clergy",Buddhist,Absent/unknown,Absent/unknown,N/A,NA,Threats,Institutions
20,94/Apr/E4,1994-04-10T00:00:00Z,"AOG, Mirigama",Gampaha,NA,A mob led by two monks with a crowd of about 100 had visited the AOG centre and threatened the pastor to stop the work.,"Unaffiliated or unidentified individual or group,Religious institution or clergy",Buddhist,Absent/unknown,Absent/unknown,N/A,NA,Threats,Clergy
20,94/Apr/E4,1994-04-10T00:00:00Z,"AOG, Mirigama",Gampaha,NA,A mob led by two monks with a crowd of about 100 had visited the AOG centre and threatened the pastor to stop the work.,"Unaffiliated or unidentified individual or group,Religious institution or clergy",Buddhist,Absent/unknown,Absent/unknown,N/A,NA,Threats,Officials
20,94/Apr/E4,1994-04-10T00:00:00Z,"AOG, Mirigama",Gampaha,NA,A mob led by two monks with a crowd of about 100 had visited the AOG centre and threatened the pastor to stop the work.,"Unaffiliated or unidentified individual or group,Religious institution or clergy",Buddhist,Absent/unknown,Absent/unknown,N/A,NA, intimidation or coercion,Institutions
20,94/Apr/E4,1994-04-10T00:00:00Z,"AOG, Mirigama",Gampaha,NA,A mob led by two monks with a crowd of about 100 had visited the AOG centre and threatened the pastor to stop the work.,"Unaffiliated or unidentified individual or group,Religious institution or clergy",Buddhist,Absent/unknown,Absent/unknown,N/A,NA, intimidation or coercion,Clergy
20,94/Apr/E4,1994-04-10T00:00:00Z,"AOG, Mirigama",Gampaha,NA,A mob led by two monks with a crowd of about 100 had visited the AOG centre and threatened the pastor to stop the work.,"Unaffiliated or unidentified individual or group,Religious institution or clergy",Buddhist,Absent/unknown,Absent/unknown,N/A,NA, intimidation or coercion,Officials
21,94/Apr/E5,1994-04-11T00:00:00Z,Hingurakgoda,Polonnaruwa,NA,"Pastor Allan Frazer informed how his workers had been harassed and called for an inquiry by the police. The police had told them that they had no objections to his work, but since the monks are pressurizing them they are compelled to take action.","Institution or public servant,Religious institution or clergy",Buddhist,Actively or tacitly involved,Absent/unknown,N/A,NA,Discriminatory practice or action,Institutions
21,94/Apr/E5,1994-04-11T00:00:00Z,Hingurakgoda,Polonnaruwa,NA,"Pastor Allan Frazer informed how his workers had been harassed and called for an inquiry by the police. The police had told them that they had no objections to his work, but since the monks are pressurizing them they are compelled to take action.","Institution or public servant,Religious institution or clergy",Buddhist,Actively or tacitly involved,Absent/unknown,N/A,NA,Discriminatory practice or action,Clergy
21,94/Apr/E5,1994-04-11T00:00:00Z,Hingurakgoda,Polonnaruwa,NA,"Pastor Allan Frazer informed how his workers had been harassed and called for an inquiry by the police. The police had told them that they had no objections to his work, but since the monks are pressurizing them they are compelled to take action.","Institution or public servant,Religious institution or clergy",Buddhist,Actively or tacitly involved,Absent/unknown,N/A,NA,Discriminatory practice or action,Officials
22,94/Apr/E6,1994-04-12T00:00:00Z,"AOG, Anamaduwa",Puttalam,NA,AOG workers had been stoned several times. Although complaints were made to the police no action taken due to political pressure.,Unaffiliated or unidentified individual or group,Unknown or unverifiable,Present and inactive,Absent/unknown,N/A,NA,Physical violence,Individual/s
23,94/Apr/E7,1994-04-12T00:00:00Z,"AOG, Anamaduwa",Puttalam,NA,"Refer to 94/Apr/E5, In attempt to set the house on fire, the pastor’s kitchen had been set on fire.",Unaffiliated or unidentified individual or group,Unknown or unverifiable,Absent/unknown,Absent/unknown,N/A,NA,Property Damage,Institutions
23,94/Apr/E7,1994-04-12T00:00:00Z,"AOG, Anamaduwa",Puttalam,NA,"Refer to 94/Apr/E5, In attempt to set the house on fire, the pastor’s kitchen had been set on fire.",Unaffiliated or unidentified individual or group,Unknown or unverifiable,Absent/unknown,Absent/unknown,N/A,NA,Property Damage,Clergy
23,94/Apr/E7,1994-04-12T00:00:00Z,"AOG, Anamaduwa",Puttalam,NA,"Refer to 94/Apr/E5, In attempt to set the house on fire, the pastor’s kitchen had been set on fire.",Unaffiliated or unidentified individual or group,Unknown or unverifiable,Absent/unknown,Absent/unknown,N/A,NA,Property Damage,Officials
24,94/Apr/E8,1994-04-14T00:00:00Z,"Catholic, Serukale",Puttalam,NA,"Catholics had constructed a pedestal for their statue and  before the statute was placed on it, the Buddhists in the area had placed a Buddha statute on the pedestal. This had resulted in physical conflict with some of the Buddhists. Police had restored order.",Unaffiliated or unidentified individual or group,Buddhist,Present and intervene,Absent/unknown,N/A,NA,Physical violence,Place of worship
25,94/Apr/E9,1994-04-15T00:00:00Z,Nikawathalanda,Matale,NA,A believer had been called up by the superior in his place of work and warned to give up his faith or else face loss of employment.,Commercial interest group or private sector firm,Unknown or unverifiable,Absent/unknown,Absent/unknown,N/A,NA,Threats,Individual/s
25,94/Apr/E9,1994-04-15T00:00:00Z,Nikawathalanda,Matale,NA,A believer had been called up by the superior in his place of work and warned to give up his faith or else face loss of employment.,Commercial interest group or private sector firm,Unknown or unverifiable,Absent/unknown,Absent/unknown,N/A,NA, intimidation or coercion,Individual/s
25,94/Apr/E9,1994-04-15T00:00:00Z,Nikawathalanda,Matale,NA,A believer had been called up by the superior in his place of work and warned to give up his faith or else face loss of employment.,Commercial interest group or private sector firm,Unknown or unverifiable,Absent/unknown,Absent/unknown,N/A,NA,Discriminatory practice or action,Individual/s
26,94/Apr/E10,1994-04-16T00:00:00Z,Divulapitiya,Gampaha,NA,Two workers were assaulted.,Unaffiliated or unidentified individual or group,Unknown or unverifiable,Absent/unknown,Absent/unknown,N/A,NA,Physical violence,Individual/s
27,94/Apr/E11,1994-04-16T00:00:00Z,Divulapitiya,Gampaha,NA,"In reference to 94/Apr/E10,The Grama Niladhari of the locality had also warned the workers. Police had warned the Grama Niladhari not to interfere in this matter, and she had confessed that she had done so at the request of the temple monks.",Institution or public servant,Unknown or unverifiable,Present and intervene,Actively or tacitly involved,N/A,NA,Threats,Individual/s
27,94/Apr/E11,1994-04-16T00:00:00Z,Divulapitiya,Gampaha,NA,"In reference to 94/Apr/E10,The Grama Niladhari of the locality had also warned the workers. Police had warned the Grama Niladhari not to interfere in this matter, and she had confessed that she had done so at the request of the temple monks.",Institution or public servant,Unknown or unverifiable,Present and intervene,Actively or tacitly involved,N/A,NA, intimidation or coercion,Individual/s
28,94/Apr/E12,1994-04-24T00:00:00Z,"Four Square, Matale",Matale,NA,"Pastor Douglas of the Four Square church informed that the Buddhist monk who had followed their correspondence course had shared the gospel with two other monks. These three monks had taught their Sunday School children Christianity; the senior monks who got to know about this ,assaulted the 3 junior monks and one was hospitalised.",Religious institution or clergy,Buddhist,Absent/unknown,Absent/unknown,N/A,NA,Physical violence,Individual/s
29,94/May/E1,1994-05-01T00:00:00Z,Calvary Church  Malabe,Colombo,NA,Calvary Church was threatened and asked to leave within three weeks.,Unaffiliated or unidentified individual or group,Unknown or unverifiable,Absent/unknown,Absent/unknown,N/A,NA,Threats,Place of worship
29,94/May/E1,1994-05-01T00:00:00Z,Calvary Church  Malabe,Colombo,NA,Calvary Church was threatened and asked to leave within three weeks.,Unaffiliated or unidentified individual or group,Unknown or unverifiable,Absent/unknown,Absent/unknown,N/A,NA, intimidation or coercion,Place of worship
30,94/May/E2,1994-05-02T00:00:00Z,Methodist Church Kantale,Trincomalee,NA,A Methodist church worker was assaulted.,Unaffiliated or unidentified individual or group,Unknown or unverifiable,Absent/unknown,Absent/unknown,N/A,NA,Physical violence,Individual/s
31,94/Jun/E1,1994-06-01T00:00:00Z,The United Christian Fellowship                  Piliyandala,Colombo,NA,The United Christian Fellowship Pastor was threatened and forced to vacate the premises,Unaffiliated or unidentified individual or group,Unknown or unverifiable,Absent/unknown,Absent/unknown,N/A,NA,Threats,Institutions
31,94/Jun/E1,1994-06-01T00:00:00Z,The United Christian Fellowship                  Piliyandala,Colombo,NA,The United Christian Fellowship Pastor was threatened and forced to vacate the premises,Unaffiliated or unidentified individual or group,Unknown or unverifiable,Absent/unknown,Absent/unknown,N/A,NA,Threats,Clergy
31,94/Jun/E1,1994-06-01T00:00:00Z,The United Christian Fellowship                  Piliyandala,Colombo,NA,The United Christian Fellowship Pastor was threatened and forced to vacate the premises,Unaffiliated or unidentified individual or group,Unknown or unverifiable,Absent/unknown,Absent/unknown,N/A,NA,Threats,Officials
31,94/Jun/E1,1994-06-01T00:00:00Z,The United Christian Fellowship                  Piliyandala,Colombo,NA,The United Christian Fellowship Pastor was threatened and forced to vacate the premises,Unaffiliated or unidentified individual or group,Unknown or unverifiable,Absent/unknown,Absent/unknown,N/A,NA, intimidation or coercion,Institutions
31,94/Jun/E1,1994-06-01T00:00:00Z,The United Christian Fellowship                  Piliyandala,Colombo,NA,The United Christian Fellowship Pastor was threatened and forced to vacate the premises,Unaffiliated or unidentified individual or group,Unknown or unverifiable,Absent/unknown,Absent/unknown,N/A,NA, intimidation or coercion,Clergy
31,94/Jun/E1,1994-06-01T00:00:00Z,The United Christian Fellowship                  Piliyandala,Colombo,NA,The United Christian Fellowship Pastor was threatened and forced to vacate the premises,Unaffiliated or unidentified individual or group,Unknown or unverifiable,Absent/unknown,Absent/unknown,N/A,NA, intimidation or coercion,Officials
32,94/Jun/E2,1994-06-02T00:00:00Z,Seventh Day Adventist     Kegalle,Kegalle,NA,A Seventh Day Adventist church Worker Gamini Weeratunga informed CCSL that a Monk along with a V. C. Member and another had threatened them to leave the area within 3 weeks. They also had a visited a believer’s house and threatened him with death.,Religious institution or clergy,Buddhist,Absent/unknown,Absent/unknown,N/A,NA,Threats,Individual/s
32,94/Jun/E2,1994-06-02T00:00:00Z,Seventh Day Adventist     Kegalle,Kegalle,NA,A Seventh Day Adventist church Worker Gamini Weeratunga informed CCSL that a Monk along with a V. C. Member and another had threatened them to leave the area within 3 weeks. They also had a visited a believer’s house and threatened him with death.,Religious institution or clergy,Buddhist,Absent/unknown,Absent/unknown,N/A,NA, intimidation or coercion,Individual/s
33,94/Jun/E3,1994-06-03T00:00:00Z,"Four Square Church. Naganandawatte Estate, Ingiriya",Kalutara,NA,"An open-air meeting, organized by Rev. Ebenezer of the Four Square Church, had been stopped by the Nachchamala’s Aramaya temple monk who had gone in a procession with about 800 villagers.","Unaffiliated or unidentified individual or group,Religious institution or clergy",Buddhist,Absent/unknown,Absent/unknown,N/A,NA,Hate Speech/Campaign,Place of worship
34,94/Jun/E4,1994-06-04T00:00:00Z,Minuwangoda,Gampaha,NA,The Island reported that a Christian group who had commenced a worship service had been threatened and a flag forcefully put down. Police intervened and referred the matter to the courts. The Courts had advised against conducting meetings up to the 30th of June.,Institution or public servant,Unknown or unverifiable,Present and intervene,Actively or tacitly involved,N/A,NA,Discriminatory practice or action,Place of worship
35,94/Jun/E5,1994-06-05T00:00:00Z,Mawaramandiya,Gampaha,NA,Independent worker Lal Amarasekera informed CCSL that the monk at Sri Nagavanarama Siyambalape had threatened to assault him if he visits and conducts meetings again. A meeting called for the 19th ended abruptly due to internal conflicts.,Religious institution or clergy,Buddhist,Absent/unknown,Absent/unknown,N/A,NA,Threats,Individual/s
35,94/Jun/E5,1994-06-05T00:00:00Z,Mawaramandiya,Gampaha,NA,Independent worker Lal Amarasekera informed CCSL that the monk at Sri Nagavanarama Siyambalape had threatened to assault him if he visits and conducts meetings again. A meeting called for the 19th ended abruptly due to internal conflicts.,Religious institution or clergy,Buddhist,Absent/unknown,Absent/unknown,N/A,NA, intimidation or coercion,Individual/s
36,94/Jun/E6,1994-06-06T00:00:00Z,AOG                        Borelasgamuwa,Colombo,NA,"The Assembly of God Centre was stoned and attacked by a mob. The Monks of a nearby temple had organized a procession, and the attack took place while they were passing the Centre.","Unaffiliated or unidentified individual or group,Religious institution or clergy",Buddhist,Absent/unknown,Absent/unknown,N/A,NA,Property Damage,Place of worship
37,94/Jun/E7,1994-06-07T00:00:00Z,AOG Divulapitiya,Gampaha,NA,"Two Assembly of God workers had been threatened and assaulted by a group, which included monks and the Grama Niladhari of the area. Police entries were made.","Institution or public servant,Religious institution or clergy",Buddhist,Absent/unknown,Actively or tacitly involved,N/A,NA,Physical violence,Individual/s
37,94/Jun/E7,1994-06-07T00:00:00Z,AOG Divulapitiya,Gampaha,NA,"Two Assembly of God workers had been threatened and assaulted by a group, which included monks and the Grama Niladhari of the area. Police entries were made.","Institution or public servant,Religious institution or clergy",Buddhist,Absent/unknown,Actively or tacitly involved,N/A,NA,Threats,Individual/s
37,94/Jun/E7,1994-06-07T00:00:00Z,AOG Divulapitiya,Gampaha,NA,"Two Assembly of God workers had been threatened and assaulted by a group, which included monks and the Grama Niladhari of the area. Police entries were made.","Institution or public servant,Religious institution or clergy",Buddhist,Absent/unknown,Actively or tacitly involved,N/A,NA, intimidation or coercion,Individual/s
38,94/Jun/E8,1994-06-19T00:00:00Z,AOG Divulapitiya,Gampaha,NA,Subsequent to the earlier attack the Grama Niladhari’s husband had attacked the two workers on the 19th June. It is reported that the workers received medical attention.,Unaffiliated or unidentified individual or group,Unknown or unverifiable,Absent/unknown,Absent/unknown,N/A,NA,Physical violence,Individual/s
39,94/Jun/E9,1994-06-22T00:00:00Z,"Wewalduwa, Kelaniya",Gampaha,NA,There was a Meeting held at the Wewalduwa Gnanawimalaramaya temple on the 21st.June. The next day two children who attended Sunday school were assaulted.,Unaffiliated or unidentified individual or group,Unknown or unverifiable,Absent/unknown,Absent/unknown,N/A,NA,Physical violence,Individual/s
40,94/Jun/E10,1994-06-22T00:00:00Z,"Wewalduwa, Kelaniya",Gampaha,NA,"Refer to 94/Jun/E9. At the monk’s request Pastors Lanka Karunanayake and David Ratnam had gone to the temple with the police. Approximately 250 gathered and workers were asked to leave within one hour and asked to stop all ministry. A document agreeing to leave in one months time was signed under duress, and the temple undertook to sell the house belonging to the church.",Religious institution or clergy,Buddhist,Present and inactive,Absent/unknown,N/A,NA,Threats,Place of worship
