date,admin1,admin2,market,latitude,longitude,category,commodity,unit,priceflag,pricetype,currency,price,usdprice
#date,#adm1+name,#adm2+name,#loc+market+name,#geo+lat,#geo+lon,#item+type,#item+name,#item+unit,#item+price+flag,#item+price+type,#currency,#value,#value+usd
2023-07-15,Northern,Jaffna,Jaffna,9.6567,80.0137,vegetables and fruits,Carrots,KG,actual,Retail,LKR,536.0,1.4754
2023-07-15,Northern,Jaffna,Jaffna,9.6567,80.0137,vegetables and fruits,Coconut,Unit,actual,Retail,LKR,68.33,0.1881
2023-07-15,Northern,Jaffna,Jaffna,9.6567,80.0137,vegetables and fruits,Onions (imported),KG,actual,Retail,LKR,133.0,0.3661
2023-07-15,Northern,Jaffna,Jaffna,9.6567,80.0137,vegetables and fruits,Onions (red),KG,actual,Retail,LKR,380.67,1.0478
2023-07-15,Northern,Jaffna,Jaffna,9.6567,80.0137,vegetables and fruits,"Onions (red, local)",KG,actual,Retail,LKR,477.67,1.3148
2023-07-15,Northern,Jaffna,Jaffna,9.6567,80.0137,vegetables and fruits,Papaya,KG,actual,Retail,LKR,145.67,0.401
2023-07-15,Northern,Jaffna,Jaffna,9.6567,80.0137,vegetables and fruits,Pineapples,KG,actual,Retail,LKR,671.67,1.8488
2023-07-15,Northern,Jaffna,Jaffna,9.6567,80.0137,vegetables and fruits,Snake gourd,KG,actual,Retail,LKR,244.67,0.6735
2023-07-15,Northern,Jaffna,Jaffna,9.6567,80.0137,vegetables and fruits,Tomatoes,KG,actual,Retail,LKR,444.0,1.2221
2023-07-15,Northern,Kilinochchi,Kilinochchi,9.3961,80.3982,"meat, fish and eggs",Eggs,Unit,actual,Retail,LKR,56.56,0.1557
2023-07-15,Northern,Kilinochchi,Kilinochchi,9.3961,80.3982,"meat, fish and eggs","Fish (dry, katta)",KG,actual,Retail,LKR,2500.0,6.8814
2023-07-15,Northern,Kilinochchi,Kilinochchi,9.3961,80.3982,"meat, fish and eggs","Fish (dry, sprats)",KG,actual,Retail,LKR,1148.0,3.1599
2023-07-15,Northern,Kilinochchi,Kilinochchi,9.3961,80.3982,"meat, fish and eggs",Fish (goldstripe sardinella),KG,actual,Retail,LKR,1064.0,2.9287
2023-07-15,Northern,Kilinochchi,Kilinochchi,9.3961,80.3982,"meat, fish and eggs",Fish (jack),KG,actual,Retail,LKR,1684.0,4.6353
2023-07-15,Northern,Kilinochchi,Kilinochchi,9.3961,80.3982,"meat, fish and eggs","Meat (chicken, broiler)",KG,actual,Retail,LKR,1784.0,4.9105
2023-07-15,Northern,Kilinochchi,Kilinochchi,9.3961,80.3982,pulses and nuts,Beans,KG,actual,Retail,LKR,583.6,1.6064
2023-07-15,Northern,Kilinochchi,Kilinochchi,9.3961,80.3982,pulses and nuts,Beans (mung),KG,actual,Retail,LKR,1040.0,2.8626
2023-07-15,Northern,Kilinochchi,Kilinochchi,9.3961,80.3982,pulses and nuts,"Cowpeas (whole, average)",KG,actual,Retail,LKR,809.6,2.2285
2023-07-15,Northern,Kilinochchi,Kilinochchi,9.3961,80.3982,pulses and nuts,Lentils,KG,actual,Retail,LKR,297.6,0.8192
2023-07-15,Northern,Kilinochchi,Kilinochchi,9.3961,80.3982,vegetables and fruits,Bananas,KG,actual,Retail,LKR,162.6,0.4476
2023-07-15,Northern,Kilinochchi,Kilinochchi,9.3961,80.3982,vegetables and fruits,Cabbage,KG,actual,Retail,LKR,326.8,0.8995
2023-07-15,Northern,Kilinochchi,Kilinochchi,9.3961,80.3982,vegetables and fruits,Carrots,KG,actual,Retail,LKR,578.4,1.5921
2023-07-15,Northern,Kilinochchi,Kilinochchi,9.3961,80.3982,vegetables and fruits,Coconut,Unit,actual,Retail,LKR,48.6,0.1338
2023-07-15,Northern,Kilinochchi,Kilinochchi,9.3961,80.3982,vegetables and fruits,Eggplants,KG,actual,Retail,LKR,349.2,0.9612
2023-07-15,Northern,Kilinochchi,Kilinochchi,9.3961,80.3982,vegetables and fruits,Onions (imported),KG,actual,Retail,LKR,157.8,0.4344
2023-07-15,Northern,Kilinochchi,Kilinochchi,9.3961,80.3982,vegetables and fruits,Onions (red),KG,actual,Retail,LKR,447.2,1.2309
2023-07-15,Northern,Kilinochchi,Kilinochchi,9.3961,80.3982,vegetables and fruits,Papaya,KG,actual,Retail,LKR,123.6,0.3402
2023-07-15,Northern,Kilinochchi,Kilinochchi,9.3961,80.3982,vegetables and fruits,Pineapples,KG,actual,Retail,LKR,614.0,1.6901
2023-07-15,Northern,Kilinochchi,Kilinochchi,9.3961,80.3982,vegetables and fruits,Snake gourd,KG,actual,Retail,LKR,269.6,0.7421
2023-07-15,Northern,Kilinochchi,Kilinochchi,9.3961,80.3982,vegetables and fruits,Tomatoes,KG,actual,Retail,LKR,488.4,1.3443
2023-07-15,Northern,Mannar,Mannar,8.983333,79.9,cereals and tubers,Rice (medium grain),KG,actual,Retail,LKR,196.0,0.5395
2023-07-15,Northern,Mannar,Mannar,8.983333,79.9,"meat, fish and eggs",Eggs,Unit,actual,Retail,LKR,57.52,0.1583
2023-07-15,Northern,Mannar,Mannar,8.983333,79.9,"meat, fish and eggs","Fish (dry, katta)",KG,actual,Retail,LKR,2292.0,6.3088
2023-07-15,Northern,Mannar,Mannar,8.983333,79.9,"meat, fish and eggs",Fish (goldstripe sardinella),KG,actual,Retail,LKR,1136.0,3.1269
2023-07-15,Northern,Mannar,Mannar,8.983333,79.9,"meat, fish and eggs",Fish (jack),KG,actual,Retail,LKR,1540.0,4.2389
2023-07-15,Northern,Mannar,Mannar,8.983333,79.9,"meat, fish and eggs",Fish (skipjack tuna),KG,actual,Retail,LKR,1100.0,3.0278
2023-07-15,Northern,Mannar,Mannar,8.983333,79.9,"meat, fish and eggs","Meat (chicken, broiler)",KG,actual,Retail,LKR,1760.0,4.8445
2023-07-15,Northern,Mannar,Mannar,8.983333,79.9,miscellaneous food,"Chili (red, dry raw)",KG,actual,Retail,LKR,1250.0,3.4407
2023-07-15,Northern,Mannar,Mannar,8.983333,79.9,pulses and nuts,Beans,KG,actual,Retail,LKR,559.6,1.5403
2023-07-15,Northern,Mannar,Mannar,8.983333,79.9,pulses and nuts,"Cowpeas (whole, average)",KG,actual,Retail,LKR,886.8,2.441
2023-07-15,Northern,Mannar,Mannar,8.983333,79.9,pulses and nuts,Lentils,KG,actual,Retail,LKR,307.8,0.8472
2023-07-15,Northern,Mannar,Mannar,8.983333,79.9,vegetables and fruits,Cabbage,KG,actual,Retail,LKR,344.4,0.948
2023-07-15,Northern,Mannar,Mannar,8.983333,79.9,vegetables and fruits,Carrots,KG,actual,Retail,LKR,550.4,1.515
2023-07-15,Northern,Mannar,Mannar,8.983333,79.9,vegetables and fruits,Coconut,Unit,actual,Retail,LKR,56.0,0.1541
2023-07-15,Northern,Mannar,Mannar,8.983333,79.9,vegetables and fruits,Onions (imported),KG,actual,Retail,LKR,149.2,0.4107
2023-07-15,Northern,Mannar,Mannar,8.983333,79.9,vegetables and fruits,Onions (red),KG,actual,Retail,LKR,477.2,1.3135
2023-07-15,Northern,Mannar,Mannar,8.983333,79.9,vegetables and fruits,"Onions (red, local)",KG,actual,Retail,LKR,608.0,1.6735
2023-07-15,Northern,Mannar,Mannar,8.983333,79.9,vegetables and fruits,Pineapples,KG,actual,Retail,LKR,548.8,1.5106
2023-07-15,Northern,Mannar,Mannar,8.983333,79.9,vegetables and fruits,Pumpkin,KG,actual,Retail,LKR,210.4,0.5791
2023-07-15,Northern,Mannar,Mannar,8.983333,79.9,vegetables and fruits,Tomatoes,KG,actual,Retail,LKR,510.8,1.406
2023-07-15,Northern,Mullattivu,Mullativu,9.316965879,80.69684543,cereals and tubers,Potatoes (imported),KG,actual,Retail,LKR,237.2,0.6529
2023-07-15,Northern,Mullattivu,Mullativu,9.316965879,80.69684543,cereals and tubers,Rice (medium grain),KG,actual,Retail,LKR,196.46,0.5408
2023-07-15,Northern,Mullattivu,Mullativu,9.316965879,80.69684543,cereals and tubers,Rice (white),KG,actual,Retail,LKR,228.0,0.6276
2023-07-15,Northern,Mullattivu,Mullativu,9.316965879,80.69684543,"meat, fish and eggs",Eggs,Unit,actual,Retail,LKR,55.28,0.1522
2023-07-15,Northern,Mullattivu,Mullativu,9.316965879,80.69684543,"meat, fish and eggs","Fish (dry, katta)",KG,actual,Retail,LKR,2424.0,6.6722
2023-07-15,Northern,Mullattivu,Mullativu,9.316965879,80.69684543,"meat, fish and eggs",Fish (goldstripe sardinella),KG,actual,Retail,LKR,1040.0,2.8626
2023-07-15,Northern,Mullattivu,Mullativu,9.316965879,80.69684543,"meat, fish and eggs",Fish (jack),KG,actual,Retail,LKR,1768.0,4.8665
2023-07-15,Northern,Mullattivu,Mullativu,9.316965879,80.69684543,"meat, fish and eggs",Fish (skipjack tuna),KG,actual,Retail,LKR,1300.0,3.5783
2023-07-15,Northern,Mullattivu,Mullativu,9.316965879,80.69684543,miscellaneous food,"Chili (red, dry raw)",KG,actual,Retail,LKR,1233.6,3.3955
2023-07-15,Northern,Mullattivu,Mullativu,9.316965879,80.69684543,pulses and nuts,Beans,KG,actual,Retail,LKR,510.0,1.4038
2023-07-15,Northern,Mullattivu,Mullativu,9.316965879,80.69684543,pulses and nuts,Beans (mung),KG,actual,Retail,LKR,1072.0,2.9507
2023-07-15,Northern,Mullattivu,Mullativu,9.316965879,80.69684543,pulses and nuts,Lentils,KG,actual,Retail,LKR,302.0,0.8313
2023-07-15,Northern,Mullattivu,Mullativu,9.316965879,80.69684543,vegetables and fruits,Cabbage,KG,actual,Retail,LKR,343.6,0.9458
2023-07-15,Northern,Mullattivu,Mullativu,9.316965879,80.69684543,vegetables and fruits,Carrots,KG,actual,Retail,LKR,557.2,1.5337
2023-07-15,Northern,Mullattivu,Mullativu,9.316965879,80.69684543,vegetables and fruits,Eggplants,KG,actual,Retail,LKR,296.0,0.8148
2023-07-15,Northern,Mullattivu,Mullativu,9.316965879,80.69684543,vegetables and fruits,Onions (red),KG,actual,Retail,LKR,446.8,1.2298
2023-07-15,Northern,Mullattivu,Mullativu,9.316965879,80.69684543,vegetables and fruits,Papaya,KG,actual,Retail,LKR,134.0,0.3688
2023-07-15,Northern,Mullattivu,Mullativu,9.316965879,80.69684543,vegetables and fruits,Pumpkin,KG,actual,Retail,LKR,184.0,0.5065
2023-07-15,Northern,Mullattivu,Mullativu,9.316965879,80.69684543,vegetables and fruits,Snake gourd,KG,actual,Retail,LKR,310.0,0.8533
2023-07-15,Northern,Mullattivu,Mullativu,9.316965879,80.69684543,vegetables and fruits,Tomatoes,KG,actual,Retail,LKR,447.2,1.2309
2023-07-15,Northern,Vavuniya,Vavuniya,8.75,80.5,cereals and tubers,Potatoes (imported),KG,actual,Retail,LKR,239.64,0.6596
2023-07-15,Northern,Vavuniya,Vavuniya,8.75,80.5,cereals and tubers,Rice (medium grain),KG,actual,Retail,LKR,196.07,0.5397
2023-07-15,Northern,Vavuniya,Vavuniya,8.75,80.5,cereals and tubers,Rice (white),KG,actual,Retail,LKR,222.9,0.6135
2023-07-15,Northern,Vavuniya,Vavuniya,8.75,80.5,"meat, fish and eggs","Fish (dry, katta)",KG,actual,Retail,LKR,2122.0,5.8409
2023-07-15,Northern,Vavuniya,Vavuniya,8.75,80.5,"meat, fish and eggs",Fish (goldstripe sardinella),KG,actual,Retail,LKR,1082.5,2.9796
2023-07-15,Northern,Vavuniya,Vavuniya,8.75,80.5,"meat, fish and eggs",Fish (sail fish),KG,actual,Retail,LKR,2566.67,7.0649
2023-07-15,Northern,Vavuniya,Vavuniya,8.75,80.5,"meat, fish and eggs","Meat (chicken, broiler)",KG,actual,Retail,LKR,1788.4,4.9227
2023-07-15,Northern,Vavuniya,Vavuniya,8.75,80.5,miscellaneous food,"Chili (red, dry raw)",KG,actual,Retail,LKR,1311.6,3.6102
2023-07-15,Northern,Vavuniya,Vavuniya,8.75,80.5,pulses and nuts,Beans,KG,actual,Retail,LKR,583.6,1.6064
2023-07-15,Northern,Vavuniya,Vavuniya,8.75,80.5,pulses and nuts,"Cowpeas (whole, average)",KG,actual,Retail,LKR,957.0,2.6342
2023-07-15,Northern,Vavuniya,Vavuniya,8.75,80.5,pulses and nuts,Lentils,KG,actual,Retail,LKR,298.92,0.8228
2023-07-15,Northern,Vavuniya,Vavuniya,8.75,80.5,vegetables and fruits,Bananas,KG,actual,Retail,LKR,162.0,0.4459
2023-07-15,Northern,Vavuniya,Vavuniya,8.75,80.5,vegetables and fruits,Cabbage,KG,actual,Retail,LKR,337.07,0.9278
2023-07-15,Northern,Vavuniya,Vavuniya,8.75,80.5,vegetables and fruits,Carrots,KG,actual,Retail,LKR,597.5,1.6446
2023-07-15,Northern,Vavuniya,Vavuniya,8.75,80.5,vegetables and fruits,Coconut,Unit,actual,Retail,LKR,64.35,0.1771
2023-07-15,Northern,Vavuniya,Vavuniya,8.75,80.5,vegetables and fruits,Eggplants,KG,actual,Retail,LKR,376.6,1.0366
2023-07-15,Northern,Vavuniya,Vavuniya,8.75,80.5,vegetables and fruits,Onions (imported),KG,actual,Retail,LKR,150.32,0.4138
2023-07-15,Northern,Vavuniya,Vavuniya,8.75,80.5,vegetables and fruits,Onions (red),KG,actual,Retail,LKR,518.8,1.428
2023-07-15,Northern,Vavuniya,Vavuniya,8.75,80.5,vegetables and fruits,Papaya,KG,actual,Retail,LKR,158.4,0.436
2023-07-15,Northern,Vavuniya,Vavuniya,8.75,80.5,vegetables and fruits,Pineapples,KG,actual,Retail,LKR,586.4,1.6141
2023-07-15,Northern,Vavuniya,Vavuniya,8.75,80.5,vegetables and fruits,Pumpkin,KG,actual,Retail,LKR,214.0,0.589
2023-07-15,Sabaragamuwa,Kegalle,Kegalle,7.253399848937988,80.33689880371094,cereals and tubers,Potatoes (imported),KG,actual,Retail,LKR,243.6,0.6705
2023-07-15,Sabaragamuwa,Kegalle,Kegalle,7.253399848937988,80.33689880371094,cereals and tubers,Rice (medium grain),KG,actual,Retail,LKR,216.2,0.5951
2023-07-15,Sabaragamuwa,Kegalle,Kegalle,7.253399848937988,80.33689880371094,cereals and tubers,Rice (white),KG,actual,Retail,LKR,230.0,0.6331
2023-07-15,Sabaragamuwa,Kegalle,Kegalle,7.253399848937988,80.33689880371094,"meat, fish and eggs",Eggs,Unit,actual,Retail,LKR,56.28,0.1549
2023-07-15,Sabaragamuwa,Kegalle,Kegalle,7.253399848937988,80.33689880371094,"meat, fish and eggs","Fish (dry, katta)",KG,actual,Retail,LKR,2142.0,5.896
2023-07-15,Sabaragamuwa,Kegalle,Kegalle,7.253399848937988,80.33689880371094,"meat, fish and eggs",Fish (jack),KG,actual,Retail,LKR,2044.0,5.6262
2023-07-15,Sabaragamuwa,Kegalle,Kegalle,7.253399848937988,80.33689880371094,"meat, fish and eggs",Fish (sail fish),KG,actual,Retail,LKR,2836.4,7.8073
2023-07-15,Sabaragamuwa,Kegalle,Kegalle,7.253399848937988,80.33689880371094,"meat, fish and eggs",Fish (skipjack tuna),KG,actual,Retail,LKR,1788.0,4.9216
2023-07-15,Sabaragamuwa,Kegalle,Kegalle,7.253399848937988,80.33689880371094,"meat, fish and eggs",Fish (yellowfin tuna),KG,actual,Retail,LKR,2528.2,6.959
2023-07-15,Sabaragamuwa,Kegalle,Kegalle,7.253399848937988,80.33689880371094,"meat, fish and eggs","Meat (chicken, broiler)",KG,actual,Retail,LKR,1496.0,4.1178
2023-07-15,Sabaragamuwa,Kegalle,Kegalle,7.253399848937988,80.33689880371094,miscellaneous food,"Chili (red, dry raw)",KG,actual,Retail,LKR,1131.2,3.1137
2023-07-15,Sabaragamuwa,Kegalle,Kegalle,7.253399848937988,80.33689880371094,pulses and nuts,Beans,KG,actual,Retail,LKR,538.8,1.4831
2023-07-15,Sabaragamuwa,Kegalle,Kegalle,7.253399848937988,80.33689880371094,pulses and nuts,Beans (mung),KG,actual,Retail,LKR,963.2,2.6513
2023-07-15,Sabaragamuwa,Kegalle,Kegalle,7.253399848937988,80.33689880371094,pulses and nuts,"Cowpeas (whole, average)",KG,actual,Retail,LKR,826.0,2.2736
2023-07-15,Sabaragamuwa,Kegalle,Kegalle,7.253399848937988,80.33689880371094,pulses and nuts,Lentils,KG,actual,Retail,LKR,310.7,0.8552
2023-07-15,Sabaragamuwa,Kegalle,Kegalle,7.253399848937988,80.33689880371094,vegetables and fruits,Bananas,KG,actual,Retail,LKR,142.0,0.3909
2023-07-15,Sabaragamuwa,Kegalle,Kegalle,7.253399848937988,80.33689880371094,vegetables and fruits,Carrots,KG,actual,Retail,LKR,564.4,1.5535
2023-07-15,Sabaragamuwa,Kegalle,Kegalle,7.253399848937988,80.33689880371094,vegetables and fruits,Eggplants,KG,actual,Retail,LKR,357.2,0.9832
2023-07-15,Sabaragamuwa,Kegalle,Kegalle,7.253399848937988,80.33689880371094,vegetables and fruits,Onions (imported),KG,actual,Retail,LKR,152.8,0.4206
2023-07-15,Sabaragamuwa,Kegalle,Kegalle,7.253399848937988,80.33689880371094,vegetables and fruits,"Onions (red, imported)",KG,actual,Retail,LKR,506.8,1.395
2023-07-15,Sabaragamuwa,Kegalle,Kegalle,7.253399848937988,80.33689880371094,vegetables and fruits,Papaya,KG,actual,Retail,LKR,158.0,0.4349
2023-07-15,Sabaragamuwa,Kegalle,Kegalle,7.253399848937988,80.33689880371094,vegetables and fruits,Tomatoes,KG,actual,Retail,LKR,477.2,1.3135
2023-07-15,Sabaragamuwa,Ratnapura,Embilipitiya,6.3334206,80.8549543,cereals and tubers,Potatoes (imported),KG,actual,Retail,LKR,224.33,0.6175
2023-07-15,Sabaragamuwa,Ratnapura,Embilipitiya,6.3334206,80.8549543,cereals and tubers,Potatoes (local),KG,actual,Retail,LKR,401.5,1.1051
2023-07-15,Sabaragamuwa,Ratnapura,Embilipitiya,6.3334206,80.8549543,cereals and tubers,Rice (medium grain),KG,actual,Retail,LKR,217.6,0.599
2023-07-15,Sabaragamuwa,Ratnapura,Embilipitiya,6.3334206,80.8549543,cereals and tubers,Rice (white),KG,actual,Retail,LKR,224.5,0.6179
2023-07-15,Sabaragamuwa,Ratnapura,Embilipitiya,6.3334206,80.8549543,"meat, fish and eggs",Eggs,Unit,actual,Retail,LKR,55.66,0.1532
2023-07-15,Sabaragamuwa,Ratnapura,Embilipitiya,6.3334206,80.8549543,"meat, fish and eggs","Fish (dry, katta)",KG,actual,Retail,LKR,2333.5,6.4231
2023-07-15,Sabaragamuwa,Ratnapura,Embilipitiya,6.3334206,80.8549543,"meat, fish and eggs",Fish (sail fish),KG,actual,Retail,LKR,2510.0,6.9089
2023-07-15,Sabaragamuwa,Ratnapura,Embilipitiya,6.3334206,80.8549543,"meat, fish and eggs",Fish (trenched sardinella),KG,actual,Retail,LKR,893.75,2.4601
2023-07-15,Sabaragamuwa,Ratnapura,Embilipitiya,6.3334206,80.8549543,"meat, fish and eggs",Fish (yellowfin tuna),KG,actual,Retail,LKR,2405.0,6.6199
2023-07-15,Sabaragamuwa,Ratnapura,Embilipitiya,6.3334206,80.8549543,"meat, fish and eggs","Meat (chicken, broiler)",KG,actual,Retail,LKR,1400.0,3.8536
2023-07-15,Sabaragamuwa,Ratnapura,Embilipitiya,6.3334206,80.8549543,miscellaneous food,"Chili (red, dry raw)",KG,actual,Retail,LKR,1203.33,3.3122
2023-07-15,Sabaragamuwa,Ratnapura,Embilipitiya,6.3334206,80.8549543,pulses and nuts,Beans,KG,actual,Retail,LKR,508.0,1.3983
2023-07-15,Sabaragamuwa,Ratnapura,Embilipitiya,6.3334206,80.8549543,pulses and nuts,Beans (mung),KG,actual,Retail,LKR,1044.0,2.8737
2023-07-15,Sabaragamuwa,Ratnapura,Embilipitiya,6.3334206,80.8549543,pulses and nuts,Lentils,KG,actual,Retail,LKR,292.93,0.8063
2023-07-15,Sabaragamuwa,Ratnapura,Embilipitiya,6.3334206,80.8549543,vegetables and fruits,Bananas,KG,actual,Retail,LKR,125.0,0.3441
2023-07-15,Sabaragamuwa,Ratnapura,Embilipitiya,6.3334206,80.8549543,vegetables and fruits,Cabbage,KG,actual,Retail,LKR,309.53,0.852
2023-07-15,Sabaragamuwa,Ratnapura,Embilipitiya,6.3334206,80.8549543,vegetables and fruits,Carrots,KG,actual,Retail,LKR,520.0,1.4313
2023-07-15,Sabaragamuwa,Ratnapura,Embilipitiya,6.3334206,80.8549543,vegetables and fruits,Coconut,Unit,actual,Retail,LKR,71.67,0.1973
2023-07-15,Sabaragamuwa,Ratnapura,Embilipitiya,6.3334206,80.8549543,vegetables and fruits,Eggplants,KG,actual,Retail,LKR,338.4,0.9315
2023-07-15,Sabaragamuwa,Ratnapura,Embilipitiya,6.3334206,80.8549543,vegetables and fruits,Onions (red),KG,actual,Retail,LKR,411.67,1.1331
2023-07-15,Sabaragamuwa,Ratnapura,Embilipitiya,6.3334206,80.8549543,vegetables and fruits,"Onions (red, imported)",KG,actual,Retail,LKR,465.46,1.2812
2023-07-15,Sabaragamuwa,Ratnapura,Embilipitiya,6.3334206,80.8549543,vegetables and fruits,Papaya,KG,actual,Retail,LKR,141.3,0.3889
2023-07-15,Sabaragamuwa,Ratnapura,Embilipitiya,6.3334206,80.8549543,vegetables and fruits,Pineapples,KG,actual,Retail,LKR,452.5,1.2455
2023-07-15,Sabaragamuwa,Ratnapura,Embilipitiya,6.3334206,80.8549543,vegetables and fruits,Snake gourd,KG,actual,Retail,LKR,324.0,0.8918
2023-07-15,Sabaragamuwa,Ratnapura,Embilipitiya,6.3334206,80.8549543,vegetables and fruits,Tomatoes,KG,actual,Retail,LKR,543.2,1.4952
2023-07-15,Sabaragamuwa,Ratnapura,Rathnapura,6.716800212860107,80.33509826660156,cereals and tubers,Potatoes (imported),KG,actual,Retail,LKR,232.8,0.6408
2023-07-15,Sabaragamuwa,Ratnapura,Rathnapura,6.716800212860107,80.33509826660156,cereals and tubers,Rice (medium grain),KG,actual,Retail,LKR,219.0,0.6028
2023-07-15,Sabaragamuwa,Ratnapura,Rathnapura,6.716800212860107,80.33509826660156,cereals and tubers,Rice (white),KG,actual,Retail,LKR,229.99,0.633
2023-07-15,Sabaragamuwa,Ratnapura,Rathnapura,6.716800212860107,80.33509826660156,"meat, fish and eggs","Fish (dry, katta)",KG,actual,Retail,LKR,2367.2,6.5158
2023-07-15,Sabaragamuwa,Ratnapura,Rathnapura,6.716800212860107,80.33509826660156,"meat, fish and eggs","Fish (dry, sprats)",KG,actual,Retail,LKR,1151.0,3.1682
2023-07-15,Sabaragamuwa,Ratnapura,Rathnapura,6.716800212860107,80.33509826660156,"meat, fish and eggs",Fish (goldstripe sardinella),KG,actual,Retail,LKR,1197.0,3.2948
2023-07-15,Sabaragamuwa,Ratnapura,Rathnapura,6.716800212860107,80.33509826660156,"meat, fish and eggs",Fish (sail fish),KG,actual,Retail,LKR,2757.6,7.5904
2023-07-15,Sabaragamuwa,Ratnapura,Rathnapura,6.716800212860107,80.33509826660156,"meat, fish and eggs",Fish (trenched sardinella),KG,actual,Retail,LKR,780.0,2.147
2023-07-15,Sabaragamuwa,Ratnapura,Rathnapura,6.716800212860107,80.33509826660156,"meat, fish and eggs",Fish (yellowfin tuna),KG,actual,Retail,LKR,2714.0,7.4704
2023-07-15,Sabaragamuwa,Ratnapura,Rathnapura,6.716800212860107,80.33509826660156,"meat, fish and eggs","Meat (chicken, broiler)",KG,actual,Retail,LKR,1431.6,3.9405
2023-07-15,Sabaragamuwa,Ratnapura,Rathnapura,6.716800212860107,80.33509826660156,pulses and nuts,Beans,KG,actual,Retail,LKR,467.2,1.286
2023-07-15,Sabaragamuwa,Ratnapura,Rathnapura,6.716800212860107,80.33509826660156,pulses and nuts,Beans (mung),KG,actual,Retail,LKR,1033.2,2.8439
2023-07-15,Sabaragamuwa,Ratnapura,Rathnapura,6.716800212860107,80.33509826660156,pulses and nuts,Lentils,KG,actual,Retail,LKR,292.6,0.8054
2023-07-15,Sabaragamuwa,Ratnapura,Rathnapura,6.716800212860107,80.33509826660156,vegetables and fruits,Bananas,KG,actual,Retail,LKR,202.0,0.556
2023-07-15,Sabaragamuwa,Ratnapura,Rathnapura,6.716800212860107,80.33509826660156,vegetables and fruits,Carrots,KG,actual,Retail,LKR,499.4,1.3746
2023-07-15,Sabaragamuwa,Ratnapura,Rathnapura,6.716800212860107,80.33509826660156,vegetables and fruits,Coconut,Unit,actual,Retail,LKR,84.0,0.2312
2023-07-15,Sabaragamuwa,Ratnapura,Rathnapura,6.716800212860107,80.33509826660156,vegetables and fruits,Eggplants,KG,actual,Retail,LKR,342.4,0.9425
2023-07-15,Sabaragamuwa,Ratnapura,Rathnapura,6.716800212860107,80.33509826660156,vegetables and fruits,Onions (imported),KG,actual,Retail,LKR,144.4,0.3975
2023-07-15,Sabaragamuwa,Ratnapura,Rathnapura,6.716800212860107,80.33509826660156,vegetables and fruits,"Onions (red, imported)",KG,actual,Retail,LKR,465.0,1.2799
2023-07-15,Sabaragamuwa,Ratnapura,Rathnapura,6.716800212860107,80.33509826660156,vegetables and fruits,"Onions (red, local)",KG,actual,Retail,LKR,456.67,1.257
2023-07-15,Sabaragamuwa,Ratnapura,Rathnapura,6.716800212860107,80.33509826660156,vegetables and fruits,Papaya,KG,actual,Retail,LKR,161.6,0.4448
2023-07-15,Sabaragamuwa,Ratnapura,Rathnapura,6.716800212860107,80.33509826660156,vegetables and fruits,Pineapples,KG,actual,Retail,LKR,263.0,0.7239
2023-07-15,Sabaragamuwa,Ratnapura,Rathnapura,6.716800212860107,80.33509826660156,vegetables and fruits,Snake gourd,KG,actual,Retail,LKR,324.2,0.8924
2023-07-15,Sabaragamuwa,Ratnapura,Rathnapura,6.716800212860107,80.33509826660156,vegetables and fruits,Tomatoes,KG,actual,Retail,LKR,437.6,1.2045
2023-07-15,Southern,Galle,Galle,6.037199974060059,80.22450256347656,cereals and tubers,Potatoes (imported),KG,actual,Retail,LKR,221.4,0.6094
2023-07-15,Southern,Galle,Galle,6.037199974060059,80.22450256347656,cereals and tubers,Rice (medium grain),KG,actual,Retail,LKR,220.0,0.6056
2023-07-15,Southern,Galle,Galle,6.037199974060059,80.22450256347656,cereals and tubers,Rice (white),KG,actual,Retail,LKR,230.0,0.6331
2023-07-15,Southern,Galle,Galle,6.037199974060059,80.22450256347656,"meat, fish and eggs","Fish (dry, katta)",KG,actual,Retail,LKR,2394.0,6.5896
2023-07-15,Southern,Galle,Galle,6.037199974060059,80.22450256347656,"meat, fish and eggs","Fish (dry, sprats)",KG,actual,Retail,LKR,1305.0,3.5921
2023-07-15,Southern,Galle,Galle,6.037199974060059,80.22450256347656,"meat, fish and eggs",Fish (goldstripe sardinella),KG,actual,Retail,LKR,1220.0,3.3581
2023-07-15,Southern,Galle,Galle,6.037199974060059,80.22450256347656,"meat, fish and eggs",Fish (jack),KG,actual,Retail,LKR,1733.33,4.7711
2023-07-15,Southern,Galle,Galle,6.037199974060059,80.22450256347656,"meat, fish and eggs",Fish (sail fish),KG,actual,Retail,LKR,2800.0,7.7071
2023-07-15,Southern,Galle,Galle,6.037199974060059,80.22450256347656,"meat, fish and eggs",Fish (skipjack tuna),KG,actual,Retail,LKR,1628.33,4.4821
2023-07-15,Southern,Galle,Galle,6.037199974060059,80.22450256347656,"meat, fish and eggs",Fish (trenched sardinella),KG,actual,Retail,LKR,1035.0,2.8489
2023-07-15,Southern,Galle,Galle,6.037199974060059,80.22450256347656,"meat, fish and eggs",Fish (yellowfin tuna),KG,actual,Retail,LKR,2653.33,7.3034
2023-07-15,Southern,Galle,Galle,6.037199974060059,80.22450256347656,miscellaneous food,"Chili (red, dry raw)",KG,actual,Retail,LKR,1258.0,3.4627
2023-07-15,Southern,Galle,Galle,6.037199974060059,80.22450256347656,pulses and nuts,Beans (mung),KG,actual,Retail,LKR,1134.0,3.1214
